Jawaban (Indo),Answers (Eng),perceived ease of use,performance expectancy,effort expectancy,system quality,perceived usefulness,resistance to change,facilitating conditions,technological incapability,functionality,cost
"Ya gitu kendala aplikasi error, karena, balik lagi, kalau, apa namanya, karena makanya kayak kurang, apa ya, misalnya hilang-hilangnya gitu, jadinya udah lah akhirnya diantis","Yes, that's the problem with the application error, because, again, if, what's the name, because it's like it's lacking, what's the point, for example, the disappearance, so it's finally been anticted.",,,,,,,,2,,
"Bukan, kalau masalah itunya mungkin ya tidak masalah gitu, tapi ya itu kendala aplikasi error permasalahnya, udah, kita udah ngisi-ngisi, mungkin ya kan biar enak ya lihat yang bulan sebelumnya udah ada gitu, hilang, ya udah, udah lah, tidak didengar lagi gitu Belum, ini baru","No, if the problem is maybe it's not a problem, but yes it's an obstacle to the application error the problem, already, we've filled it in, maybe it's nice to see that the previous month was already there, gone, yes, it's gone, it's gone, it's not heard anymore, it's not heard anymore, it's new",,,,,,,,2,,
"tidak  sih, itu pun kayak, kayaknya ini, dari temen, katanya ini lah, apa namanya,  pakai  aplikasi itu gitu kan, akhirnya saya coba download, yaudah saya coba download, ya itu akhirnya download, di pakai , tapi kendala aplikasi error hilang-hilangnya gitu udah, tidak jadi di pakai ","No, it's like, it's like, from a friend, he said this is it, what's the name, use the application, right, finally I tried to download, yes I tried to download, yes it was finally downloaded, used, but the problem with the application was that the error disappeared, it wasn't used",,,,,,,,2,,
 pakai  BPJS Puskesmas,using BPJS Puskesmas,,,,,,1,,,,
"Ya, mau-mau aja, Pernah pernah, cuman belum Itu Dari internet ya tidak ngerti Masih takut","Yes, I don't want to, I've never been, it's just not that it's from the internet, I don't know Still afraid",,,,,,2,,,,
"Iya, Sejauh ini tidak sih lancar lancar aja","Yes, so far it hasn't gone smoothly",,,,,,,,1,,
"Periksanya Ya, gimana antriannya aja Sesuai antrian kadang lama lambat","Check it out, it's a bit slow at times.",,1,,,,,,,,
Ada sih dari tempat kerja. Paling dari rumah sakit.,Some are from the workplace. Most from hospitals.,,,,,,,2,,,
 pakai  BPJS,using BPJS,,,,,,1,,,,
 pakai  Aplikasi kesehatan kayak dari BPJS. Paling BPJS,use health applications like BPJS. Most BPJS,,,,,,1,,,,
"Kalau itu mudah sih, mudah dipahami","If it's easy, it's easy to understand",,,2,,,,,,,
"Mungkin buat dipahami sendiri ya. Gimana aplikasi yang harus di pakai nya, kayak gimana gitu, gampang dipahami","Maybe you can understand it yourself. How to use the application, how to do it, it is easy to understand",,,2,,,,,,,
"Tapi kalau buat sendiri bisa sih. Paling kalau sulit ada kesulitan gitu, ada juga mungkin nanya-nanya juga sih","But if you can do it yourself. At least if it's difficult, there are also questions",1,,,,,,,,,
"Berbayar, jadi itu apa namanya, berobat juga. Obatnya aja itu Kalau terjangkau masih tidak  pakai  sih","Paid, so that's what it's called, medical too. The only remedy is if it's affordable and you still don't use it",,,,,,,,,,1
"Aplikasi pemerintah kan harusnya aman ya. Harusnya, tapi tidak tahu juga. Tapi lebih percaya. Pemerintah tidak sih, rahasia biasanya kan","The government application should be safe. It should, but I don't know. But more trust. The government is not, the secret is usually right?",,,,,,,2,,,
"Karena kan kasian kalau yang keadaan yang tidak ada gitu kan, tapi harus kayak tindakan operasi atau apa, sedangkan kalau tidak ada kan harus bayar juga, harganya kan lumayan mahal. Meskipun BPJS bayar juga sih","Because it's a pity if the situation doesn't exist, right, but it has to be like surgery or something, while if there isn't, you have to pay too, the price is quite expensive. Even though BPJS pays anyway",,,,,,,,,,1
"Pernah  pakai  HaloDoc, pernah  pakai  AloDokter ya Sama  pakai  GrabHealth","I've used HaloDoc, I've used AloDokter and I've used GrabHealth",,,,,,1,,,,
"yakin yakin aja, Mudah sih Yang mudah itu fiturnya sama Antara komunikasi sama dokter, itu kayak pemesanan obat ya Itu tidak perlu keluar gitu, kita udah instant gitu","I'm sure it's easy, it's easy The easy thing is the same feature Between communication with the doctor, it's like ordering medicine, yes You don't need to go out, we're already instant",2,,,,,,,,,
"Belum pernah sih, cuma aplikasinya suka kita update-update gitu aja sih Agak kurangnya sih disitu sih kalau kendala di HaloDoc","Never before, it's just that the application likes us to update it's a bit lacking there, if there are problems in HaloDoc",,,,,,,,2,,
Berapa menit ya? Paling setengah jam ya? Paling lama banget sih itu Udah paling lama lambat banget,"How many minutes? At least half an hour, huh? It's been too long",,1,,,,,,,,
"Halo dokter kan berbayar lumayan mahal Biasanya kalau di Halo dokter itu banyak promo sih Kalau misalkan dokter umum cuma berapa puluh ribu gitu sih Kurang sih kayak gitu, mending kayak langsung ke dokter ya Karena kan dicek langsung, kalau untuk aplikasi kan Misalkan bayar dua puluh ribu ya termasuk worth it Karena cuma konsultasi aja gitu sebenernya butuh obatnya","Hello doctor, it's quite expensive to pay, usually if you are a doctor, there are a lot of promos, for example, if a general practitioner is only tens of thousands, that's not enough, it's like going directly to the doctor, because it's checked directly, if it's for an application, for example, you pay twenty thousand, yes, it's worth it because it's just a consultation, you actually need the medicine",,,,,,,,,,1
Kalau buat aplikasi kesehatan ini kan ada yang dari pemerintah ada yang dari swasta Kalau aku ga harus spesifik mau pakai swasta aja gitu tapi Tergantung aplikasinya gitu lah,"If you make this health application, there are some from the government, there are those from the private sector, if I don't have to be specific, I just want to use the private one, but it depends on the application.",,,,,,,2,,,
Aplikasi kesehatan yang pernah saya  pakai ? Apa ya?  pakai  Halodoc,Health apps that I've used ? What is it?  Halodoc Wear,,,,,,1,,,,
"Aplikasinya Alhamdulillah, mudah sekali. Fiturnya, terus tuh pelayanannya juga untuk mendapatkan obat juga gampang praktis juga, tidak dipesulit","The application is Alhamdulillah, it's very easy. The feature, the service is also to get drugs is also easy and practical, not complicated",,,2,,,,,,,
"Kalau selama ini yang saya dapat tidak ada, saya lancar lancar aja ","If all this time what I have not got, I will just go smoothly",,,,,,,,1,,
"Di aplikasinya ada Banyak, di Santosa itu kita appointment dokter, terus tuh mengenai rekap medis kita dari awal kita, awal dari sana sampai akhir, ada hasil ronsen, semua ada. Kerecord semua di aplikasi, fitur lengkap di aplikasi itu","In the application there are many, in Santosa we make doctor appointments, continue to talk about our medical recap from the beginning, from there to the end, there are X-ray results, everything is there. Record everything in the app, complete features in the app",,,,2,,,,,,
Karena halodok kan swasta jadi lebih milih yang swasta sih,"This is because it is a private property, so it is preferable to the private sector.",,,,,,,2,,,
Untuk aplikasi yang digunakan itu kalo Anak-anak  pakai  primaku Kalau buat saya Halodok  pakai  halodok sama  pakai  primaku Halodok sama primaku,"For the application used, if the children use my primim, if for me Halodok use the same primim, Halodok is the same as primi.",,,,,,1,,,,
"Aplikasinya mudah sih terus Fiturnya lengkap, terus cara-caranya disitu juga detail sih Di primaku juga ada tutorial step-stepnya gitu Kalau di primaku itu biasanya buat Pencatatan berat badan, tinggi badan, lingkar kepala tiap bulan Anak-anak Terus perkembangan motorik dari usia 0 bulan sampai sekarang buat mantau perkembangan dari bulan ke bulan","The application is easy, the features are complete, and the methods are also detailed In primaku, there are also step-by-step tutorials If in primaku, it is usually for recording weight, height, head circumference every month Children Continue motor development from the age of 0 months until now to monitor development from month to month",,,2,2,,,,,,
"Iya Untuk saat memakainya tidak ada sih sampai saat ini, Oh paling kendala kadang-kadang suka nge-logout sendiri, kan harus login ya Sama connect ke email kan Kadang itu suka nge-logout sendiri Jadi kadang kita lagi konsul sama dokter mau catat tapi itu keganggu jadinya, kendala jaringan gitu","Yes, for the time of using it, there is no one until now, Oh the most obstacle is sometimes I like to log out myself, you have to log in, you have to log in to the same Sometimes you like to log out yourself So sometimes we consult with the doctor to take notes, but it's a nuisance, so, network constraints",,,,,,,,2,,
"Buat perkembangan anak, buat mantau perkembangannya Membantu banget soalnya kan kalau dari pemerintah kan di buku gitu kan Kita kan mana-mana susah sekarang bawa buku kan Kalau handphone pencatatannya ada gitu di handphone Jadi lebih mudah sih","For the development of children, to monitor their development It really helps because if it is from the government, it is in the book, right?",,,,,2,,,,,
"Untuk saat ini sih kurang ya, lebih baik konsul langsung gitu Daripada konsul online kalau buat saya gitu Kalau kemarin itu halodokter ngeluarin biaya Sekitar 50 ribu ya, halodokter umumnya sekitar segitu Itu Belum termasuk obat jadi mahal, consult aja obat sendiri Rekomendasi dari mereka biasanya","For now, it's not enough, it's better to have a direct consul than an online consul if it's for me If yesterday the halodoctor spent around 50 thousand yes, hellodoctor is generally around that It doesn't include drugs so it's expensive, just consult the medicine yourself Recommendations from them are usually",,,,,,,,,,1
Ada sih bosennya Kadang updatenya lambat dibandingkan kita nge-scroll yang lain informasinya itu kurang Menurut saya,"Sometimes the update is slow compared to when we scroll, others the information is lacking In my opinion",,1,,,,,,,,
"Kalau aplikasi Kesehatan sih Dua-duanya sih Soalnya nanti kita bakal ngebandingin oh pemerintah kaya gini, oh swasta kaya gini gitu jadi tau yang bagus yang mana","If the health application is the same, then we will compare oh the government like this, oh the private like this, so you know which one is good.",,,,,,,2,,,
"Untuk aplikasi kesehatan yang aku  pakai  tuh aduh apa ya lupa Kayak apa sih,  pakai  center-center gitu, dari luar kayaknya kalau Indonesia mah kayak  pakai  bumilku Buat aplikasi itu apa, tracking kehamilan","For the health application that I use, oh what do you forget, what is it, using such centers, from the outside it seems that Indonesia is like using my earth, what is the application, pregnancy tracking",,,,,,1,,,,
"Itu tidak disaranin dari siapa-siapa, mandiri aja Di inisiatif diri sendiri","It is not recommended from anyone, just be independent on your own initiative",,,,,,,1,,,
"yakin yakin aja, mudah dipahami sih, tapi aku karena lebih fokusnya pengen lihat itu loh Kayak udah berapa minggu ya sekarang, size janinnya kayak berapa gitu-gitu doang sih buat kesitu doang Lumayan mudah juga buat fiturnya, tapi sih dalam Inggris ya dia","I'm sure it's easy to understand, but I'm more focused on wanting to see it like how many weeks now, the size of the fetus is like how much is it to do that?",2,,,,,,,,,
"Kalau yang kedua ini kan ketiga, baru kalau tidak salah bumilku pernah juga Bumilku juga mudah sih","If the second one is the third, then if I'm not mistaken, my earth, once Bumilku is also easy",,,,,,,,,,
tidak  sih tidak ada kebetulan normal-normal aja kak Lancar lancar aja,"No, it's not just a coincidence, it's just that it's going to be fine.",,,,,,,,1,,
"Yes, membantu membantu banget tentunya, makanya aku download supaya tracking, lihat oh sekarang udah berapa minggu ya gitu Misalnya usia kehamilannya Jadi tuh trackingnya tuh ada visualisasinya gitu Kayak minggu ini tuh ukurannya segini Ada-ada, misalnya segede apa ya, kalau baru berapa hari segede kacang Kalau tidak salah segede buah apa gitu, ada-ada Jadi kayak membantu banget ya, kita tau perkembangannya gimana, ukurannya gimana gitu teh","Yes, it really helps of course, that's why I download it so that it can be tracked, see oh now how many weeks it has been, for example, the gestational age So the tracking has a visualization like this week, for example, how big is it, if it's just how big a nut, if it's not the same size as a fruit, it's like it's really helpful,  We know how it works, how it works.",,,,,2,,,,,
"Kalau tidak salah ada deh fitur itu, misalnya trimester pertama kan mual gimana gitu ya, kalau tidak salah ada deh Tapi aku tidak pernah baca, aku skip Karena Ngerasain cuman udah deh, mendingan dicari di Google aja","If I'm not mistaken, there's that feature, for example, the first trimester is nauseating, yes, if I'm not mistaken, there's But I've never read it, I skip it because I feel it's just already, it's better to search on Google",,,,,,,,,,
"BPJS aja, dari pemerintah","BPJS only, from the government",,,,,,,2,,,
"Kalau semisal aplikasi kesehatan itu kan berbayar nih, terus ada promo-promonya juga nih Ini tuh terpotongan segini, Bisa jadi, mungkin ya kedepannya bakal tertarik buat  pakai , sekarang masih mahal","For example, if the health application is paid, there are also promos This is cut like this, it could be, maybe in the future you will be interested in using it, now it is still expensive",,,,,,,,,,1
"Review-reviewnya tuh Aku tidak baca Oh tidak baca jadi Cuma download ya, ya kalua dibaca mungkin berpengaruh kali ya, kalau misalnya reviewnya bagus ya berarti aplikasinya oke ya informasi informasi bagus juga pastinya","The reviews are I don't read Oh don't read so just download it, yes if you read it it may have an effect this time, if for example the review is good, it means the application is okay, yes the information is good too, of course",,,,,,,,,2,
 kayak penilaian atau review dari orang-orang itu kan kita jadi tahu  kekurangannya apa. saya pilih yang  gampang di pakai  aja,"Like the assessment or review from those people, we know what the shortcomings are. I chose the one that was easy to use.",,,2,,,,,,,
"Iya, saya juga lihat kan ini reviewnya apa, ya saya lebih milih aplikasi yang cepat","Yes, I also see what this review is, yes I prefer a fast application",,2,,,,,,,,
"ada yang bilang, oh ini harus bayar nih, atau gimana.","Some people say, oh this has to be paid, or what?",,,,,,,,,,1
Kan kita jadi takut  pakai  ini juga.,We are afraid to use this too.,,,,,,2,,,,
sebelum install sedikit takut pakai gitu.,"Before installing it, I'm a little afraid to use it.",,,,,,2,,,,
sepupu bilang gampang aplikasinya,Cousins said it was easy to use.,,,2,,,,,,,
JKN itu gratis dari pemerintah.,JKN is free from the government.,,,,,,,2,,,2
lebih yakin cepat aplikasinya,more confident in the speed of the application,,2,,,,,,,,
Kalau yang lain kan dia include ke data pemerintah.,"If the others are included, he will include them in the government data.",,,,,,,2,,,
JKN bedanya sih itu pemerintah.,JKN is the difference between the government.,,,,,,,2,,,
keamanan lebih ke arah JKN justru yang lebih karena pemerintah,security is more towards JKN precisely because the government,,,,,,,2,,,
di aplikasi fitur lengkap kaya bisa diingetin jadwal vaksin itu sebenarnya.,"In the full feature application, you can remember the vaccine schedule actually.",,,,2,,,,,,
kendala internet jelek gitu paling.,The internet is the worst of the worst.,,,,,,,,2,,
ya mau pakai ,"Yes, I want to use it.",,,,,,1,,,,
hp mendukung jadi lancar lancar aja,The phone is designed to be running smoothly,,,,,,,,1,,
sangat membantu bagi saya,very helpful for me,,,,,2,,,,,
"Pegawai swasta, pakai  Asuransi pakai . Allianz","Private employees, use insurance to use. Allianz",,,,,,1,2,,,
Halodoc  pakai . Terus dari Lipo Insurance juga  pakai  . Kalau misalnya untuk halodoc biasanya untuk pesan obat ,"Halodoc wear. Continue from Lipo Insurance also use. For example, for halodoc, it is usually for ordering drugs",,,,,,1,,,,
Dari kantor dikasih lebih gampang. Fiturnya juga bagus sih.,"From the office, it is easier. The features are also good.",,,2,,,,,,,
"tampilan user friendly sih, performanya bagus","user friendly appearance, good performance",,2,,,,,,,,
Paling kalau buat konsultasi bayar. Eh kalau misalnya halodoc berbayar sih kalau konsultasi.,"At least if you make a paid consultation. Eh, for example, halodoc is paid for consultation.",,,,,,,,,,1
"Kalau misalnya untuk dokter biasanya bayar Rp125.000 Lebih sih, soalnya kan biasanya kalau konsultasi by chat tidak bisa lebih sih. ","For example, for doctors, you usually pay IDR 125,000 more, because usually the consultation by chat cannot be more.",,,,,,,,,,1
" misalnya buat konsultasi dadakan jadi memudahkan kita, sama kalau misalnya buat sekaligus langsung pesen obat. Soalnya kalau misalnya sama dokternya sendiri kan biasanya suka whatsapp. 
","For example, make an impromptu consultation so it makes it easier for us, the same if, for example, you make a direct order for medicine. The problem is, for example, if you are with your own doctor, you usually like WhatsApp. 
",,,,,2,,,,,
misalnya ini kan bisa langsung ditebus lewat. Kalau misalnya di halodoc bisa langsung tebus jadi lebih cepat.,"For example, this can be immediately redeemed through. For example, in halodoc, you can redeem it immediately, so it will be faster.",,2,,,,,,,,
"benefit atau halodoc hampir sama aja sih fiturnya lengkap tidak jauh beda. Iya betul sama aja, hampir sama aja","Benefits or halodoc are almost the same, the features are complete, not much different. Yes, it's pretty much the same.",,,,2,,,,,,
"yang lama terus kadang-kadang kan takut salah diagnosa atau gimana kalau sama dokternya, karena dokternya tidak ngelihat langsung kan jadi takut. Jadi cuma kayak analisis aku berapa suhunya yang kayak gitu-gitu kan. ","The old ones continue sometimes are afraid of being misdiagnosed or what if they are with the doctor, because the doctor does not see them directly, so they are afraid. So it's just like my analysis of how much temperature is like that, right?",,,,,,2,,,,
"Suami sih, suami kan juga jarang  pakai  aplikasi. Kadang saya suka bilang download HaloDoc gampang, jadi kadang kalau misalnya saya tidak bisa dia juga bisa order gitu sih.","Husbands, too, rarely use applications. Sometimes I like to say that downloading HaloDoc is easy, so sometimes if for example I can't, he can also order it.",,,2,,,,,,,
"tidak tahu ya, kendala paling handphone tidak mendukung","I don't know, the problem is that most mobile phones don't support",,,,,,,,2,,
"Takut sih, makanya kalau hamil makanya masukin data masih oke, tapi kalau udah perkembangan anak kayak gitu tidak sih.","I'm scared to admit that if you're pregnant, it's okay to have a baby, but if you're pregnant, it's not like that.",,,,,,2,,,,
download sendiri sih Bukan karena ada disuruh gitu Kebutuhan pribadi itu dari diri sendiri aja,"download it yourself Not because you are told to do so, personal needs are from yourself.",,,,,,,1,,,
"lumayan sulit, tidak Kalau buat memantau perkembangan anak sih tidak  pakai  ya Itu mah buat konsultasi mendadak aja Pas lagi tidak ke dokter gitu ","It's quite difficult, no If you don't use it to monitor the child's development, it's just for sudden consultations, when you don't go to the doctor anymore",1,,,,,,,,,
Dulu sih halodok sama Cuman sekarang udah tidak pakai sih,"In the past, it was the same halodok, but now I don't use it anymore.",,,,,,2,,,,
"Ya Satu kali bertanya gitu maksudnya Konsultasi bayar 50 ribu kan Itu, lumayan mahal","Yes, one time you ask that, it means that the consultation pays 50 thousand, right, it's quite expensive",,,,,,,,,,1
kalau misalnya kita kayak mau nanya Bayar dulu baru dijawab sama dokternya,"For example, if we want to ask the question Pay first and then answer with the doctor",,,,,,,,,,1
lumayan sulit bagi saya ya,It's pretty hard for me.,1,,,,,,,,,
" dari Pemerintah Cuman abis masa aktifnya Belum memperpanjang lagi, Karena waktu itu tengah malam Alergi jadi memudahkan kita","from the Government only the active period has not been extended anymore, because it was the middle of the night Allergy so it made it easier for us",,,,,2,,2,,,
di halodoc kan udah Udah dapet resep Tinggal dikasihin sama si gojeknya gitu Jadi lebih membantu pakai halodoc,in halodoc you already get a recipe Just love the gojek so it's more helpful to use halodoc,,,,,2,,,,,
 dulu-dulu karena Masih jauh ke mana-mana gitu daerahnya Jadi sangat membantu  aplikasi,in the past because it is still far from everywhere so the area is very helpful,,,,,2,,,,,
buat pemesanan sih membantu banget itu Kalau buat nanya-nanya alergi atau apa-apa ,"Make an order, it's really helpful if you ask about allergies or anything",,,,,2,,,,,
"tidak Ada waktunya sih misalnya udah dikasih resep sih udah berarti, cepat sih ","There's no time for me to give you a prescription, it's so fast.",,2,,,,,,,,
cepat Paling 10 menit juga selesai kayaknya,At least 10 minutes is over.,,2,,,,,,,,
aplikasi yang saya pakai itu Primaku,The application I use is Primaku,,,,,,1,,,,
"Oh, iya primaku ada pakai itu","Oh, yes, my primer has used that",,,,,,1,,,,
"primaku pemerintah ya, program pemerintah kalau ga salah","The government is the government's prime minister, if I'm not mistaken.",,,,,,,2,,,
"memudahkan buat data atau mendapatkan info terkait penyakit, tubuh kembang, dan lain-lain","makes it easier to create data or get information related to diseases, developing bodies, and others",,,,,2,,,,,
"Memudahkan sih, jadinya","It's easy, so",,,,,2,,,,,
"Input tinggi, berat badan anak keluar grafiknya informasi bagus juga di grafik itu kan","High input, the child's weight comes out of the graph, good information is also on the graph, right?",,,,,,,,,2,
lebih gampang buat tau perkembangan anak,It is easier to understand the development of a child.,,,2,,,,,,,
kendala sampai sekarang mungkin ya cuma koneksi internet aja ,The problem until now may be just an internet connection,,,,,,,,2,,
"Kalau misalnya infonya, kendala koneksi paling","For example, the connection constraints are the most",,,,,,,,2,,
"gratis, Sebelumnya  pakai  Armedica ","Free, Previously used Armedica",,,,,,,,,,2
dari pemerintah kayak JKN atau Primaku,from the government such as JKN or Primaku,,,,,,,2,,,
saya pakai  kedua-duanya,I wear both,,,,,,1,,,,
"apalagi di sini punya dua anak, Halodoc sangat membantu ","especially here having two children, Halodoc is very helpful",,,,,2,,,,,
"kalau kendala memori full paling uninstall, install, install, install gitu","If there is a problem with full memory most uninstall, install, install, install it",,,,,,,,2,,
"selalu dimudahkan kan Kalo untuk visual kami mah yang awam gini mungkin ga terlalu memperhatikan ya, saya yakin yakin aja kan","It's always made easier, right? If for our visuals, the layman may not pay too much attention, I'm sure",2,,,,,,,,,
"kayak harus ngeliatin, tapi saya gampang gampang aja","It's a bit of a stretch, but I'm pretty sure it's easy.",,,2,,,,,,,
ebih cari fitur lengkap di aplikasi saya teh,Find out more about the full features in my app,,,,2,,,,,,
Mulai aplikasi pemerintah primaku ya penting sih,"Starting with the Smash Bros. Show, it's really important.",,,,,,,2,,,
"kan serba online, konsultasi online ke dokter juga, jadi membantu kita","It's all online, online consultations to doctors too, so it helps us",,,,,2,,,,,
membantu gitu dari si grafik yang kita punya,Help from the graph we have,,,,,2,,,,,
"tanpa harus kontrol ke rumah sakit, membantu banget lah","Without having to go to the hospital, it really helps",,,,,2,,,,,
"ada data tinggi berat badan anak masuk grafik, informasi bagus ya jadinya kita tau","There is data on the child's weight height in the graph, good information, so we know",,,,,,,,,2,
"kalau di hubungan dokternya, kita udah punya data nih dok, bulan segini, segini, segini, segini, gitu sih aplikasi primaku, informasi bagus disana","If it's in the doctor's relationship, we already have data here, Doc, this month, this year, that's my prima facie application, good information there",,,,,,,,,2,
"kita punya data primaku, yaudah langsung dari tinggi berat badan anak, gejala anak, si dokternya juga pasti kebantu dari si aplikasi itu, jadi emang membantu banget","We have my primary data, which is directly from the child's height, the child's symptoms, the doctor will also definitely help from the application, so it really helps",,,,,2,,,,,
"saya pakai, Dari aplikasi-aplikasi online","I use, From online applications",,,,,,1,,,,
karena punya pemerintah kan,"because it has a government, right?",,,,,,,2,,,
"pakai Aplikasi primaku untuk tumbuh kembang anak, yang bisa didapat di ibu-ibu ","use my primaku application for children's growth and development, which can be obtained by mothers",,,,,,1,,,,
ketemu primaku itu disaranin dokter anak juga,A pediatrician recommended that I go to the pediatrician as well.,,,,,,,2,,,
kayak melihat rating si aplikasinya gampang ngga ya,It's easy to see how the app is rated,,,2,,,,,,,
"banyak yang dari swasta yang baru-barunya, aplikasi yang baru","Many of the recent private applications, the new",,,,,,,2,,,
"cuma beda kalo yang berbayar lebih lengkap aja dan bagi saya ga terlalu dibutuhkan, lumayan mahal juga","It's just different if the paid ones are more complete and for me it's not really needed, it's quite expensive too",,,,,,,,,,1
"bayar, terus ada langsung kontak sama spesialis anak","pay, continue to contact a pediatrician directly",,,,,,,,,,1
"Jadi yang bikin mah swasta yang kayak halodoc, tapi khusus buat anak-anak","And that's why it's so much more like a Halloween costume, but especially for kids.",,,,,,,2,,,
"apalagi teman-teman yang baru lahiran di track-nya  pakai  aplikasi ini aja nih, jadi dapat informasi bagus tentang anak kita","Moreover, friends who are newborns in the track just use this application, so they can get good information about our child",,,,,,,,,2,
membantu soalnya,Help with the problem,,,,,2,,,,,
"Ibaratnya kayak buku tapi dia online gitu loh, jadi gampang kitanya","It's like a book, but it's online, so it's easy to use.",,,2,,,,,,,
Primaku itu tuh si grafik lebih simple sama yang ada di HP jadi dapat informasi bagus kitanya,My prima facie is simpler than the one on the cellphone so we can get good information,,,,,,,,,2,
"sharing dengan ibu hamil juga bisa, jadi bisa dapat informasi bagus kan disana","Sharing with pregnant women is also possible, so you can get good information there, right?",,,,,,,,,2,
Swasta sih aplikasinya,Private application.,,,,,,,2,,,
Membantu saya banget ,It helped me a lot.,,,,,2,,,,,
Penting Apalagi ratingnya Soalnya kan ratingnya kurang berarti fitur-fiturnya terbatas,"Important, especially the rating, the problem is that the rating is not enough, it means that the features are limited",,,,1,,,,,,
saya yakin yakin aja mudah ,I'm sure it's easy,2,,,,,,,,,
tidak pakai yang itu,don't wear that one,,,,,,2,,,,
"tidak , ini bayar ya","no, this is paid yes",,,,,,,,,,1
"jadi  pakai  BPJS Kesehatan kan, aplikasinya JKN juga Mudah, memudahkan","so use BPJS Kesehatan, right, the JKN application is also easy, making it easier",,,2,,,,,,,
"kendala, kadang dari segi internet ya, koneksinya Kadang kalau lagi error","obstacles, sometimes in terms of the internet, yes, the connection Sometimes if there is an error",,,,,,,,2,,
"Penting banget sih, karena membantu banget, kalau misalkan kita kan, kalau namanya orang sakit tuh pasti tidak mungkin direncanain ","It's very important, because it's really helpful, for example, if the name is a sick person, it must be impossible to plan",,,,,2,,,,,
cepat 10 menit Kadang kalau misalnya lagi bagus koneksinya aplikasinya cepat,"Fast 10 minutes Sometimes, for example, if it's good, the connection is fast",,2,,,,,,,,
kalau awal untuk masuk aplikasinya cepat daftarnya,"If you are starting to enter the application, quickly register",,2,,,,,,,,
saat ini sih tidak  pakai ,At the moment I don't use it,,,,,,1,,,,
"Oh, kalau  pakai  Prima aku pernah, pernah pakai, pengalaman saya sih gampang gampang aja","If I've ever used a first-hand one, my experience has been pretty straightforward.",,,2,,,2,,,,
"Cuma, tidak tahu kenapa ya datanya sering hilang Jadi harus ngulang lagi jadi ribet",It's just that I don't know why the data is often lost so I have to repeat it again so it's complicated,,,1,,,,,,,
"Iya, kadang udah nulis, harus ngulang, tapi ini tulis lagi gitu dari awal jadi ribet lagi kan","Yes, sometimes I have to write it, I have to repeat it, but this is writing again from the beginning so it's complicated, right?",,,1,,,,,,,
jadi kendala di repot aja nulis ulang karena aplikasinya error,So the problem is that you don't have to rewrite because the application is an error.,,,,,,,,2,,
Paling kalau buka-buka gitu mah kendala aplikasi error,"At the very least, this is a problem with the application errors.",,,,,,,,2,,
"Cuma, ya itu karena kayak menurut saya kayak kurang, karena ya gitu kendala aplikasi error, kalau ngasi data","Only, yes, it's because I think it's lacking, because yes, that's the problem with application errors, if you ask for data",,,,,,,,2,,
"Ya gitu kendala aplikasi error, karena, balik lagi","Yes, that's the problem with the application error, because, again, back again",,,,,,,,2,,
"kalau masalah itunya mungkin ya tidak masalah gitu, tapi ya itu kendala aplikasi error ","If the problem is that it may not be a problem, but yes it's an obstacle to application error",,,,,,,,2,,
 pakai  BPJS ,using BPJS,,,,,,1,,,,
"Pernah pernah, cuman belum Itu Dari internet ya tidak ngerti Masih takut","Ever, it's just not that From the internet, I don't know Still scared",,,,,,2,,,,
Sejauh ini  lancar lancar aja,"So far, it's been smooth",,,,,,,,1,,
gimana antriannya aja Sesuai antrian kadang lama lambat,How do you feel about the fact that sometimes it takes a long time to get used to?,,1,,,,,,,,
Ada sih dari tempat kerja. Paling dari rumah sakit pemerintah juga.,Some are from the workplace. Most of them are from government hospitals as well.,,,,,,,2,,,
pakai BPJS,using BPJS,,,,,,1,,,,
 pakai  Aplikasi kesehatan kayak dari BPJS. Paling BPJS,use health applications like BPJS. Most BPJS,,,,,,1,,,,
Kalau itu gampang dipahami,If it is easy to understand,,,2,,,,,,,
"Gimana aplikasi yang harus di pakai nya, gampang dipahami","How to use the application, easy to understand",,,2,,,,,,,
Paling kalau sulit ada kesulitan gitu,"Especially if it is difficult, there are difficulties like that",1,,,,,,,,,
Berbayar. Obatnya aja itu Kalau terjangkau masih pakai  sih,"Paid. The remedy is if it's affordable, still use it",,,,,,,,,,1
"Aplikasi pemerintah kan harusnya aman ya. Harusnya, tapi tidak tahu juga. Tapi lebih percaya. Pemerintah juga","The government application should be safe. It should, but I don't know. But more trust. The government also",,,,,,,2,,,
"harus bayar juga, harganya kan lumayan mahal. Meskipun BPJS bayar juga sih","You have to pay too, the price is quite expensive. Even though BPJS pays anyway",,,,,,,,,,1
"pakai  Halodoc, pernah  pakai  Alodokter juga","use Halodoc, have used Alodokter too",,,,,,1,,,,
"yakin yakin aja, Mudah sih Yang mudah itu fiturnya","I'm sure it's easy, it's easy",2,,,,,,,,,
Agak kurangnya sih disitu sih kalau kendala di HaloDoc,It's a bit lacking there if there are problems in HaloDoc,,,,,,,,2,,
"Paling setengah jam, Paling lama banget sih itu ","Half an hour, that's a long time.",,1,,,,,,,,
Halo dokter kan berbayar lumayan mahal Biasanya kalau di Halo dokter itu banyak promo sih.,"Hello doctor, it's quite expensive, usually at Hello, doctors, there are a lot of promos.",,,,,,,,,,1
buat aplikasi kesehatan ini kan ada yang dari pemerintah ada yang dari swasta ,"For this health application, there are some from the government and some from the private sector",,,,,,,2,,,
